split,label,model_guess,confidence,line,source_file,line_no,auto
train,unclear,unclear,0.55,set psksecret ENC sEDdKUQRqtyBBkEjgvrZXaqyFv7uV6VdVyyiod3NG4zduw6j4+h+qcGV0drwp+N/hV898t1t48KqnK/R8CcEg6NdvkJ0mVoLrM5chzrT16485QgjBdOCo7OOtpYvl6Mvfij7O2z7TKSjDPkG76UNgzt5ZUkOeBgWBmf0CMyRlSkAHXgpgvLkzgc5IyorYK9aOqq9dFlmMjY3dkVA,kevinguenay_fgt_vm_hub.conf,11159,rule
train,unclear,unclear,0.55,service-policy input system-cpp-policy,user_contrib_cat9300_iosxe1712.txt,438,default
train,unclear,unclear,0.55,set age-enable disable,user_contrib_fg100e_fos7213.conf,3605,default
train,unclear,password_encryption:type7,0.55,"<label for=\""ft_un\"">Password</label>",user_contrib_fg100e_fos7213.conf,8410,rule
train,unclear,password_encryption:type7,0.55,"<label for=\""ft_pd\"">Password</label>",user_contrib_fg100e_fos7213.conf,7772,rule
eval,unclear,unclear,0.55,set allow-user-access web ftp smb sftp telnet ssh vnc rdp ping,user_contrib_fg100e_fos7213.conf,27611,REVIEW
train,unclear,unclear,0.55,set admin-ssh-v1 disable,user_contrib_fg100e_fos7213.conf,31,rule
train,unclear,unclear,0.55,<authorizedkeys/>,user_contrib_supergate_opn25.xml,68,rule
eval,unclear,unclear,0.55,privilege exec level 5 show arp,user_contrib_cat9300_iosxe1712.txt,456,default
train,unclear,unclear,0.55,set gui-ips disable,user_contrib_fg100e_fos7213.conf,22264,default
eval,unclear,password_encryption:none,0.55,"encryption-password=""fake-priv-passphrase-2""",kitchen_sink.rsc,85,REVIEW
eval,unclear,unclear,0.56,526F6F74 20434130 82012230 0D06092A 864886F7 0D010101 05000382 010F0030,config-sample.txt,98,default
train,unclear,unclear,0.56,privilege exec level 5 show power,user_contrib_cat9300_iosxe1712.txt,459,default
train,unclear,password_encryption:none,0.56,"encrypted-password ""$6$xxxxxxx""",scottlaird-vyos-parser.conf,193,rule
train,unclear,password_encryption:none,0.56,"encrypted-password ""$6$xxxxxxxxx""",scottlaird-vyos-parser.conf,203,rule
eval,unclear,unclear,0.56,"set access radius-server 192.168.99.100 secret ""$9$FakeRadiusServerSecret00000000000""",jnprautomate_mnha_vsrx_a_junos.set,546,rule
train,unclear,unclear,0.56,"edit ""VoIP, Messaging & Other Applications""",kevinguenay_fgt_70g_branch.conf,8414,rule
train,unclear,unclear,0.56,set sflow-sampler disable,user_contrib_fg100e_fos7213.conf,360,default
train,unclear,unclear,0.56,set subst disable,user_contrib_fg100e_fos7213.conf,353,default
eval,unclear,unclear,0.56,A118196A 87F29657 42544324 98E0F506 B9A12AAB B321B166 963CB116 139525C5,cml_saumur_iosxe1712_pvrstp.txt,82,default
train,unclear,unclear,0.56,set groups POC_Lab system syslog file messages archive size 10m,ksator_labmgmt_qfx5100_junos173.set,23,rule
eval,password_encryption:type5,password_encryption:none,0.56,username admin password 5 $5$CHIOFM$I03zGjuKGXGuX/FlHpnmLASJtuW3EipbOzUs4K138l4  role network-admin,batfish_nxos_n9kv_ebgp_r1.txt,26,rule
train,unclear,unclear,0.56,privilege exec level 5 show ip,user_contrib_cat9300_iosxe1712.txt,455,default
eval,unclear,unclear,0.56,set dirty-reason none,user_contrib_fg100e_fos7213.conf,21459,default
train,unclear,unclear,0.56,CD8DC33E F69A0F45 020367D1 0C8451F1 AB9C0891 2A1AF1E5 2245E739 43CB1F48,racc_csr1000v_iosxe169_bgp_ospf.txt,81,default
train,unclear,unclear,0.56,A4E5D707 623C1774 AD82B10D 73FA170E 4446E280 0012BDB9 F99BC0E4 20BBA9A3,config-sample.txt,73,default
train,unclear,unclear,0.56,<password>$2b$10$fakeAJhashRootAccountPlaceholderObviouslySyntheticAaaaa</password>,kitchen_sink.xml,110,rule
train,unclear,unclear,0.56,no ip igmp snooping,busterswt_spine_leaf_xk32_1_nxos9312.txt,162,default
eval,unclear,unclear,0.56,D9301D06 03551D0E 04160414 ADE170B5 3AA3EC4C 9154DE1A 4CE02B2E 83E88DD9,config-sample.txt,80,default
eval,unclear,unclear,0.56,751DF737 02030100 01A35330 51301D06 03551D0E 04160414 6AD6028F AD21C9A2,cml_saumur_iosxe1712_pvrstp.txt,75,default
eval,unclear,unclear,0.56,set psksecret ENC KLS9vuQw/IPxoqtufzyoCUhPUh6Lo+TJdqpcuRezzVfPirn+SalAWNzwNi56PWBcOb0HayuntPk7HQF7NOGNddYKttQl5qCAODKAr8XMWhZ0Y88bD6ZZYrtvyCc9LlcurO/t+261j5eY16yU2THmuWsdFW3pPX6Uz7oQFfCl9r3BmUEoBRwTtdt2wwaYlsimzRE5FVlmMjY3dkVA,kevinguenay_fgt_vm_hub.conf,11183,rule
train,logging_enabled:true,logging_enabled:true,0.56,logging server 1.2.3.4 6 use-vrf management facility local0,batfish_cisco_logging.txt,82,rule
train,unclear,unclear,0.56,"edit ""Tenable-Tenable.io.Cloud.Scanner""",kevinguenay_fgt_70g_branch.conf,5753,rule
train,unclear,unclear,0.56,set elasticbuffer disable,kevinguenay_fgt_vm_hub.conf,9177,default
eval,unclear,unclear,0.57,82010100 AC895ED1 DF796635 0E4D0A3C 11A835A9 28E618E9 7CFA6C34 29B473E7,user_contrib_cat9300_iosxe1712.txt,73,default
eval,password_encryption:none,password_encryption:type7,0.57,password operator,hpe_community_2920_wb1608_dhcp_snooping.cfg,83,rule
train,unclear,logging_enabled:true,0.57,snmp-server enable traps syslog,batfish_cisco_snmp.txt,57,rule
train,unclear,unclear,0.57,set allowaccess ping https ssh snmp fgfm,kevinguenay_fgt_70g_branch.conf,260,rule
train,unclear,unclear,0.57,set neighbor-event disable,user_contrib_fg100e_fos7213.conf,30910,default
train,unclear,password_encryption:type7,0.57,"<label for=\""ft_pd\"">New password</label>",user_contrib_fg100e_fos7213.conf,8859,rule
eval,unclear,unclear,0.57,set internet-service-id 7143427,kevinguenay_fgt_70g_branch.conf,4854,default
eval,unclear,unclear,0.57,key-hash ssh-rsa 2B1E195AC732D9FBC7D70B9871DA7CB7 ec2-user,racc_csr1_iosxe173_umbrella_sig.txt,296,rule
train,unclear,unclear,0.57,set ha enable,user_contrib_fg100e_fos7213.conf,30835,default
train,password_encryption:type5,password_encryption:none,0.57,username admin password 5 $5$DALFOK$79GBh2hlSO71YV9KG9HYEo7BWiURDvPcOfDe/Zols.5  role network-admin,batfish_nxos_evpn_l3vni_nx2.txt,29,rule
train,unclear,ssh_enabled:false,0.57,set log disable,kevinguenay_fgt_70g_branch.conf,9733,default
train,unclear,unclear,0.57,DADCE497 38BD1450 8D1BF507 E9C0CD94 EFED9FA2 D888C58F 700A7182 1A2F12B2,racc_csr1000v_iosxe169_bgp_ospf.txt,95,default
train,unclear,unclear,0.57,no untagged A1,hpe_community_5406rzl2_kb1515.cfg,16,default
eval,unclear,unclear,0.57,ssh server netconf vrf default,iosxr_design_cst_pa3_xr752.cfg,968,rule
eval,unclear,unclear,0.57,privilege exec level 5 show inventory,user_contrib_cat9300_iosxe1712.txt,447,default
eval,unclear,unclear,0.57,set bsr-allow-quick-refresh disable,user_contrib_fg100e_fos7213.conf,34782,default
eval,unclear,password_encryption:none,0.57,"encryption-password=""fake-priv-passphrase-1""",kitchen_sink.rsc,81,REVIEW
eval,telnet_enabled:false,telnet_enabled:false,0.57,set admin-telnet disable,kevinguenay_fgt_70g_branch.conf,12,rule
train,unclear,unclear,0.57,"edit ""Cyber.Casa-Scanner""",kevinguenay_fgt_70g_branch.conf,5837,rule
train,unclear,unclear,0.57,set quarantine none,user_contrib_fg100e_fos7213.conf,26030,default
train,password_encryption:type5,password_encryption:none,0.58,username admin password 5 $5$JPBKHN$g7DCqj24szCum.VSQvqvI5EcdyUb3TaKffnVcDy1FAB  role network-admin,batfish_nxos_bgp_redist_d1.txt,22,rule
train,unclear,unclear,0.58,privilege exec level 5 show processes,user_contrib_cat9300_iosxe1712.txt,462,default
train,unclear,unclear,0.58,username ntc password <redacted> $5$fakeSalt$fakeHashExampleValueNtcAcct00000000000000  role network-admin,nautobot_gc_nxos_snmp_spine01_nxos933.txt,111,rule
train,unclear,unclear,0.58,"set buffer ""This message has been blocked because it contains a banned word.""",user_contrib_fg100e_fos7213.conf,13917,rule
train,unclear,ssh_enabled:false,0.58,set fec disable,user_contrib_fg100e_fos7213.conf,32367,default
eval,unclear,unclear,0.58,3834375A 170D3338 30353330 31393438 34375A30 32310E30 0C060355 040A1305,config-sample.txt,96,default
eval,unclear,password_encryption:none,0.58,"encrypted-password """"",houdev_vyos_dhcpv6_pd_client.conf,318,rule
train,unclear,unclear,0.58,set allow-linkdown-path disable,user_contrib_fg100e_fos7213.conf,22223,default
train,unclear,unclear,0.58,set internet-service-id 7143431,kevinguenay_fgt_70g_branch.conf,4863,default
train,unclear,unclear,0.58,<enable>1</enable>,opnsense_acl_test_config.xml,97,rule
eval,unclear,unclear,0.58,<enable>0</enable>,user_contrib_supergate_opn25.xml,430,rule
train,unclear,ssh_enabled:false,0.58,no ip unreachables,batfish_cisco_interface.txt,130,default
train,unclear,unclear,0.58,7F330B59 02030100 01A35330 51301D06 03551D0E 04160414 B13A17BC 4AFA2A3F,user_contrib_cat9300_iosxe1712.txt,81,default
train,unclear,unclear,0.58,cdp enable,batfish_cisco_interface.txt,24,default
eval,unclear,ssh_enabled:true,0.58,set allowaccess ping https ssh fgfm,kevinguenay_fgt_vm_hub.conf,47,rule
train,unclear,unclear,0.58,set gui-icap disable,user_contrib_fg100e_fos7213.conf,22244,default
train,unclear,password_encryption:type7,0.58,"<label for=\""pd\"">Password</label>",user_contrib_fg100e_fos7213.conf,8082,rule
train,password_encryption:type7,unclear,0.58,neighbor IPv4-UNDERLAY-PEERS password 7 AQQvKeimxJu+uGQ/yYvv9w==,batfish_labval_dc1_leaf2a_eos4230.txt,341,rule
train,unclear,unclear,0.58,set auth-password-l1 ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,34676,rule
train,unclear,unclear,0.58,1A12AD33 A27F6B08 55D9D0C6 B9ADBEA7 B507C96E 2A7E30D6 116ED969 A65E156E,racc_csr1_iosxe173_umbrella_sig.txt,92,default
train,unclear,unclear,0.58,set connector enable,user_contrib_fg100e_fos7213.conf,30838,default
train,password_encryption:type7,unclear,0.58,neighbor MLAG-IPv4-UNDERLAY-PEER password 7 vnEaG8gMeQf3d3cN6PktXQ==,batfish_labval_dc1_leaf2a_eos4230.txt,347,rule
train,unclear,unclear,0.58,set internet-service-id 7143438,kevinguenay_fgt_70g_branch.conf,4872,default
train,unclear,unclear,0.58,7979AB73 D180D8AF CC2BAB70 27145DC4 589EE4B6 4AB09F58 C284E219 75E27BB8,config-sample.txt,76,default
train,password_encryption:type7,unclear,0.58,neighbor IPv4-UNDERLAY-PEERS password 7 euk/Aq5jGSKaHeBB3dpt4A==,batfish_eos_evpn_vlan_based_leaf.txt,252,rule
eval,unclear,unclear,0.58,no lldp receive,batfish_cisco_interface.txt,163,default
eval,unclear,unclear,0.58,privilege exec level 5 show lldp neighbors,user_contrib_cat9300_iosxe1712.txt,450,default
eval,password_encryption:type5,password_encryption:none,0.59,username admin password 5 $5$fakeSalt$fakeHashExampleValueLeaf1Admin0000  role network-admin,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,31,rule
eval,unclear,unclear,0.59,06300F06 03551D13 0101FF04 05300301 01FF301D 0603551D 0E041604 1449DC85,config-sample.txt,108,default
train,unclear,ssh_enabled:true,0.59,ssh client vrf default,iosxr_design_cst_pa3_xr752.cfg,964,rule
train,unclear,unclear,0.59,<collect>,user_contrib_supergate_opn25.xml,3614,rule
train,unclear,unclear,0.59,set nat-source-vip disable,user_contrib_fg100e_fos7213.conf,30970,default
eval,unclear,unclear,0.59,set ssl-handshake-log disable,user_contrib_fg100e_fos7213.conf,31683,default
eval,unclear,logging_enabled:false,0.59,no logging console,config-sample.txt,22,rule
train,unclear,unclear,0.59,0E4F4313 00C19914 B8EAD89F D90FDCF7 943D9304 3E3158A7 2E7558D3 C90D9540,racc_csr1000v_iosxe169_bgp_ospf.txt,90,default
train,unclear,unclear,0.59,"edit ""Stretchoid-Scanner""",kevinguenay_fgt_70g_branch.conf,5648,rule
train,unclear,unclear,0.59,7F377412 0DB57468 257452A9 EE9478E7 2E32B0BB 1E67707F 8C25D2C5 9DD8EA05,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,97,default
train,unclear,unclear,0.59,set allowaccess ping https ssh http,user_contrib_fg100e_fos7213.conf,3021,rule
train,SKIP,unclear,0.59,# add password complexity profile - will not effect existing passwords,iron_skillet_panorama_full.conf,28,rule
eval,unclear,unclear,0.59,<disablereplyto>1</disablereplyto>,user_contrib_supergate_opn25.xml,234,rule
eval,logging_enabled:true,logging_enabled:true,0.59,set system syslog host 10.0.0.251 any notice,kitchen_sink.set,36,rule
eval,unclear,unclear,0.59,<MinProtocol/>,user_contrib_supergate_opn25.xml,3500,rule
train,unclear,ssh_enabled:true,0.59,150 deny tcp any any eq ssh,canu_csm17_spine001_ipv6_vrf.cfg,52,rule
eval,unclear,password_encryption:type5,0.59,set psksecret ENC Txkz9EM1dIG5GQi/fybOZ4ZEG8ceq+gmXQQySh5sk0sJKQBJuj9Ktuxd1TzZBmPScZ9BEmNHuOJpYa/A/SvIal8D8PxTTdY/nLBPA2wgua0rl16PKLeHLhXU8+tdWEX6mQqYQRr5uc2jZkvH0V+WROIqdrvxsDLrPp1MmFQfg4l5vzseOTj8aGoG2WwUm0cC+SAv9llmMjY3dkVA,kevinguenay_fgt_70g_branch.conf,10013,rule
train,unclear,unclear,0.59,<time>1436974315</time>,opnsense_docs_carp_ha_backup.xml,516,rule
eval,unclear,unclear,0.59,B17B0E81 9DA169E9 C8AB23AC D4180561 4CE60F6D BBF0C640 78E2B3D1 E5E2CB76,racc_csr1_iosxe173_umbrella_sig.txt,102,default
train,unclear,unclear,0.59,set passwd1 ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,22670,rule
eval,unclear,telnet_enabled:false,0.59,set type none,user_contrib_fg100e_fos7213.conf,15043,default
eval,unclear,password_encryption:type7,0.59,B02E5DA1 DC1ECF46 116EAC77 160090AF 7AB23919 1896AA07 6893E638 8CE05F53,racc_csr1000v_iosxe169_bgp_ospf.txt,84,default
eval,unclear,ssh_enabled:true,0.59,ssh server netconf vrf def,iosxr_design_cst_pa3_xr752.cfg,967,rule
train,password_encryption:type5,password_encryption:none,0.59,username admin password 5 $5$FLJOIB$k3QZRCKvC4pMO6mEdqRIirZcYytktLH7zMzb2Sd5oU1  role network-admin,batfish_nxos_evpn_l2vni_nx1.txt,29,rule
train,unclear,unclear,0.59,edit 7,kevinguenay_fgt_70g_branch.conf,359,default
train,unclear,unclear,0.59,set internet-service-id 9043977,kevinguenay_fgt_70g_branch.conf,5544,default
eval,unclear,unclear,0.59,<time>1437058743</time>,opnsense_docs_carp_ha_backup.xml,644,rule
eval,unclear,unclear,0.59,set allow-subnet-overlap disable,user_contrib_fg100e_fos7213.conf,22237,default
eval,unclear,unclear,0.59,privilege exec level 5 show cdp neighbors,user_contrib_cat9300_iosxe1712.txt,457,default
train,unclear,unclear,0.59,set auth-password-l2 ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,34677,rule
eval,unclear,unclear,0.59,ip arp proxy disable,config-sample.txt,25,default
train,unclear,unclear,0.59,29E91155 5528E8FF 550D2B44 8DD06E10 8032B67D 944518AA 0AC2BD37 8304D508,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,110,default
train,unclear,unclear,0.6,set tie-break input-device,kevinguenay_fgt_70g_branch.conf,9971,default
train,SKIP,logging_enabled:true,0.6,# Email and Syslog Profile Server Settings,iron_skillet_panos_full.conf,92,rule
eval,unclear,unclear,0.6,no ip forward,batfish_cisco_interface.txt,80,default
train,unclear,unclear,0.6,<h1>Certificate Password Required</h1>,user_contrib_fg100e_fos7213.conf,9981,rule
train,unclear,unclear,0.6,no description,batfish_cisco_interface.txt,37,default
train,unclear,unclear,0.6,set mgmt-allowaccess https ping ssh,kevinguenay_fgt_70g_branch.conf,11950,rule
train,logging_enabled:true,logging_enabled:true,0.6,set system syslog file login-attempts explicit-priority,saidvandeklundert_snmpv3_junos172.set,49,rule
train,unclear,unclear,0.6,set blocklist disable,user_contrib_fg100e_fos7213.conf,29244,default
train,unclear,unclear,0.6,set internet-service-id 7143425,kevinguenay_fgt_70g_branch.conf,4848,default
train,unclear,unclear,0.6,set password ENC KJE5dghOZV9mRo6CfPNk5oO7P+E9DWUSA9wFRRzROhKJnhlNPmv9veTh9E4yHmnZi6oH33ewL03R5vglhfFY4m8c3Xw+xzIHA2/iBlIMN7eRmQMRphFvW3nhW1lrwskvREP8+r1M/99iPifBxj1oY0V5aV2RJ3E0ndI8fZK8F9gYA0JLxU70aI6fbdXoB0rKxfZ+wFlmMjY3dkVA,kevinguenay_fgt_vm_hub.conf,10599,rule
train,unclear,unclear,0.6,privilege exec level 5 traceroute,user_contrib_cat9300_iosxe1712.txt,441,default
eval,unclear,unclear,0.6,"edit ""Kakao-Kakao.Services""",kevinguenay_fgt_70g_branch.conf,5825,rule
train,unclear,unclear,0.6,A43B9A68 2CD88E7B B5A76205 1CB38F6A 85A3FAE9 661D1AFA E2E97243 A020E04F,config-sample.txt,84,default
train,unclear,unclear,0.6,set auth disable,user_contrib_fg100e_fos7213.conf,21355,default
train,unclear,unclear,0.6,"no untagged 1,3,7-8",hpe_community_2930f_wc1610_dhcp_server.cfg,19,default
train,unclear,password_encryption:type7,0.6,key-string password 0107005A5F02,iosxr_design_cst_pa3_xr752.cfg,153,rule
train,unclear,unclear,0.6,privilege exec level 5 show environment,user_contrib_cat9300_iosxe1712.txt,460,default
train,unclear,unclear,0.61,set two-factor disable,user_contrib_fg100e_fos7213.conf,3686,default
train,unclear,banner_configured:true,0.61,unset banned-cipher,user_contrib_fg100e_fos7213.conf,27680,default
train,unclear,unclear,0.61,<disabled>0</disabled>,user_contrib_supergate_opn25.xml,62,rule
train,unclear,unclear,0.61,"input[type=date], input[type=email], input[type=number], input[type=password], input[type=search], input[type=tel], input[type=text], input[type=time], input[type=url], select, textarea {",user_contrib_fg100e_fos7213.conf,3897,rule
train,unclear,unclear,0.61,set internet-service-id 7143439,kevinguenay_fgt_70g_branch.conf,4875,default
train,unclear,unclear,0.61,set sdwan enable,user_contrib_fg100e_fos7213.conf,30839,default
eval,unclear,unclear,0.61,"edit ""Rapid7-Scanner""",kevinguenay_fgt_70g_branch.conf,5975,rule
train,unclear,ssh_enabled:false,0.61,set sdwan disable,user_contrib_fg100e_fos7213.conf,28213,default
train,unclear,unclear,0.61,set internet-service-id 7143426,kevinguenay_fgt_70g_branch.conf,4851,default
eval,unclear,unclear,0.61,set authtype none,user_contrib_fg100e_fos7213.conf,325,default
train,unclear,unclear,0.61,set block-message disable,user_contrib_fg100e_fos7213.conf,27777,default
train,unclear,unclear,0.61,no ip access-list SSH-Allowed,azlocal_tor1.txt,415,rule
train,unclear,unclear,0.61,"password manager user-name ""admin"" sha1 ""fa1cefa1cefa1cefa1cefa1cefa1cefa1cefa1ce""",kitchen_sink.cfg,57,rule
train,logging_enabled:true,logging_enabled:true,0.61,set groups GLOBAL-SETTINGS system syslog host 10.0.0.252 any info,kitchen_sink.set,64,rule
eval,unclear,unclear,0.61,set passwd3 ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,22688,rule
eval,unclear,unclear,0.61,<time>1437033188</time>,opnsense_docs_carp_ha_backup.xml,462,rule
train,unclear,password_encryption:none,0.61,set password ENC fakeNetopsHashFFFFFFFFFFFFFF==,kitchen_sink.conf,147,rule
train,unclear,unclear,0.61,"edit ""CriminalIP-Scanner""",kevinguenay_fgt_70g_branch.conf,6074,rule
train,unclear,unclear,0.61,transport ipv4,iosxr_design_cst_pa3_xr752.cfg,97,default
train,unclear,unclear,0.61,set system root-authentication encrypted-password /* SECRET-DATA */,saidvandeklundert_snmpv3_junos172.set,24,rule
train,unclear,ssh_enabled:false,0.61,disable { },houdev_vyos_dhcpv6_pd_client.conf,106,default
train,unclear,unclear,0.61,<time>1437058742</time>,opnsense_docs_carp_ha_master.xml,643,rule
eval,unclear,password_encryption:type7,0.61,11064E3D 40245DC7 955D0F73 29A72D39 7B50A9E5 6997F18F 9A7671D8 96570923,config-sample.txt,72,default
eval,unclear,ssh_enabled:false,0.61,set no-sdp-fixup disable,user_contrib_fg100e_fos7213.conf,27806,default
train,unclear,unclear,0.62,set filter-by none,user_contrib_fg100e_fos7213.conf,26777,default
eval,unclear,unclear,0.62,set passwd ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,27150,rule
eval,unclear,unclear,0.62,34308201 22300D06 092A8648 86F70D01 01010500 0382010F 00308201 0A028201,racc_csr1000v_iosxe169_bgp_ospf.txt,76,default
eval,unclear,unclear,0.62,set passwd2 ENC fakeEncodedSecretExampleValueNotRealXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX==,user_contrib_fg100e_fos7213.conf,22679,rule
